Initialized empty Git repository in C:/warren-bank-releases/.git/
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/881657dc-41e2-4dfa-8e5a-f6a6eb9dc9e0?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101130Z&X-Amz-Expires=300&X-Amz-Signature=1ce2ee402a5fb7eb03e05832ba7ba9e5e43f64bf2537aa7a04d18b2a14841d7a&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-001.03.08-16API-withAllLanguageTranslations-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [3378594/3378594] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.08/Bonjour-WebRTC-001.03.08-16API-withAllLanguageTranslations-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/ec87bf81-bbd6-4982-a40f-53d634c8ffbb?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101132Z&X-Amz-Expires=300&X-Amz-Signature=f31a5e78c5f0367769e6ccfb42b2fe5221a166deb080fb584ed9ca83cb1b70e6&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-001.03.08-16API-withAllLanguageTranslations-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4088198/4088198] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.08/Bonjour-WebRTC-001.03.08-16API-withAllLanguageTranslations-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/6b8cafda-95cc-4f7d-855a-11c1ab944a23?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101134Z&X-Amz-Expires=300&X-Amz-Signature=2c14126b750568d129431cca046bf1e781164206d714ad406dde8960f5b534c5&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-001.03.08-16API-withAllLanguageTranslations-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4083576/4083576] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.08/Bonjour-WebRTC-001.03.08-16API-withAllLanguageTranslations-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-Bonjour-WebRTC/legacy.zip/refs/tags/v01.03.08 [774889] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.08/source/Android-Bonjour-WebRTC-v01.03.08.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/27fe9180-c498-11eb-9b88-0165760d3d2e?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101139Z&X-Amz-Expires=300&X-Amz-Signature=5ee926fc246da30871783894f9d242f52a1b9f10f4a9061592c7737b96b22a1b&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [3803107/3803107] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.07/Bonjour-WebRTC-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/4cf30480-c498-11eb-97e1-12fb92ed7854?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101141Z&X-Amz-Expires=300&X-Amz-Signature=6b585f7ba3120b5bdd3977f988bbffac659e88f0a76a97ace151307c26eeb74a&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [3381897/3381897] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.07/Bonjour-WebRTC-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/becb4e00-c498-11eb-9f99-3ba7ca5b2627?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101143Z&X-Amz-Expires=300&X-Amz-Signature=d9a6c0b519ae53a9e352d0ff02ca1d5bc53e0a0f4bb9f28c2f527202eefd63d0&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4080249/4080249] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.07/Bonjour-WebRTC-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/93486380-c498-11eb-9e0f-4d30a1e5a5f2?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101145Z&X-Amz-Expires=300&X-Amz-Signature=fc617e42e52ab267a2ddb8a8b7fd1935fd51480284083a37be07cf43430a9303&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4071952/4071952] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.07/Bonjour-WebRTC-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-Bonjour-WebRTC/legacy.zip/refs/tags/v01.03.07 [762036] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.07/source/Android-Bonjour-WebRTC-v01.03.07.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/175dc100-2378-11eb-8d10-7400825bc64c?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101150Z&X-Amz-Expires=300&X-Amz-Signature=875a39274ae2b0c943d401082680a3dac54ee0485cb81161aa7abe817deff4a0&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [3803075/3803075] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.06/Bonjour-WebRTC-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/2fcddb80-2378-11eb-896d-4ff07d297207?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101152Z&X-Amz-Expires=300&X-Amz-Signature=b5f8be99f944bff7736a61cf29baad70c5e1d02e364b4fe0b86951091080c0f1&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [3381877/3381877] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.06/Bonjour-WebRTC-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/81766600-2378-11eb-8409-0627752ab456?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101154Z&X-Amz-Expires=300&X-Amz-Signature=0e6afcf12b3a154e150d2320a62da74d36a69830e74ba517fcdde732477bf7ae&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-universal-release.apk&response-content-type=application%2Fvnd.android.package-archive [13054798/13054798] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.06/Bonjour-WebRTC-universal-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/63a90100-2378-11eb-9685-0a2bf18b7db8?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101158Z&X-Amz-Expires=300&X-Amz-Signature=af1e506899eb8f55624749872bea10e5ae3976340a0edd62a76fb30d7d225f0c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [4080229/4080229] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.06/Bonjour-WebRTC-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/4a07b980-2378-11eb-811e-383ef2e89a12?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101200Z&X-Amz-Expires=300&X-Amz-Signature=e724e5212cffba06dc7c8fd82b5c8cd3306c94fc17f51e571bc7ac8483e66e87&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [4071924/4071924] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.06/Bonjour-WebRTC-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-Bonjour-WebRTC/legacy.zip/refs/tags/v01.03.06 [762018] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.06/source/Android-Bonjour-WebRTC-v01.03.06.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/cca77800-e4f1-11ea-980b-0184f032cd58?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101204Z&X-Amz-Expires=300&X-Amz-Signature=13f7126f2fd2efe02e624ee57840665f4e558afbbfe241bbfc8008031aded45d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [3409811/3409811] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.05/Bonjour-WebRTC-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/e779ec80-e4f1-11ea-98c2-db984b9e19c2?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101206Z&X-Amz-Expires=300&X-Amz-Signature=69ac3c93db45af892b6984235adbc18437e61467fe6770af6ded70582b83e2e9&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [2988605/2988605] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.05/Bonjour-WebRTC-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/ffea0700-e4f1-11ea-91b5-4372484a737e?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101208Z&X-Amz-Expires=300&X-Amz-Signature=3d7e41e49c24fba0141b04dcdf3db078e06dae5cd354054c4e8b9d055555e0dd&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-universal-release.apk&response-content-type=application%2Fvnd.android.package-archive [12661538/12661538] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.05/Bonjour-WebRTC-universal-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/4475a280-e4f2-11ea-8369-33636b6982cd?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101212Z&X-Amz-Expires=300&X-Amz-Signature=13e71a033048f9af09dbcde2e342a59fb8db4582bab1ea083917b874ef8838d1&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [3686973/3686973] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.05/Bonjour-WebRTC-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/5d7e5380-e4f2-11ea-8b71-d1c7dac33765?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101213Z&X-Amz-Expires=300&X-Amz-Signature=1a92610c5485686b929b04198f87dce9ad07a36eb7566621218a3ddad4a19bb9&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [3678660/3678660] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.05/Bonjour-WebRTC-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-Bonjour-WebRTC/legacy.zip/refs/tags/v01.03.05 [537812] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.05/source/Android-Bonjour-WebRTC-v01.03.05.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/6d3c8c00-0911-11ea-9a61-89f68fbbe00e?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101218Z&X-Amz-Expires=300&X-Amz-Signature=c4ec29c600a4c2e9b061f56b49b4ecce9bb5a9630449a03b4caf9f4a8d48ca80&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [3409519/3409519] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.04/Bonjour-WebRTC-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/834a4c80-0911-11ea-8bb7-7a792021967a?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101220Z&X-Amz-Expires=300&X-Amz-Signature=049c629377fd68e9361300cc24d3b168bb9cd14b1580900e89f5050769c20633&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [2988313/2988313] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.04/Bonjour-WebRTC-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/cdcbc900-0911-11ea-8e3e-39b92e06ba28?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101222Z&X-Amz-Expires=300&X-Amz-Signature=f9e86d045d6735f8ddb38f66213a323b40d39f254aca5ff313b79d27726a0928&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-universal-release.apk&response-content-type=application%2Fvnd.android.package-archive [12661234/12661234] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.04/Bonjour-WebRTC-universal-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/ad9c0a00-0911-11ea-860b-02d9f11278e1?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101226Z&X-Amz-Expires=300&X-Amz-Signature=4cbb92de72c89301341e4d39dc70929d68fdcbfac5d4c5351d1a886af231d490&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [3686673/3686673] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.04/Bonjour-WebRTC-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/978e4980-0911-11ea-9180-c0e66f333ed4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101228Z&X-Amz-Expires=300&X-Amz-Signature=29ef562ae437378447ada288b5e1edfb6f91e6412d01f0afa71af561318dcef5&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [3678368/3678368] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.04/Bonjour-WebRTC-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-Bonjour-WebRTC/legacy.zip/refs/tags/v01.03.04 [537570] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.04/source/Android-Bonjour-WebRTC-v01.03.04.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/04054a80-090a-11ea-867c-f22397657b2c?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101233Z&X-Amz-Expires=300&X-Amz-Signature=9be23ee4515b826128709ac9f09402a86d36c6cc283d77af3e6131d5477a5aaa&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-arm64-v8a-release.apk&response-content-type=application%2Fvnd.android.package-archive [3409203/3409203] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.03/Bonjour-WebRTC-arm64-v8a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/1a130b00-090a-11ea-8e62-b6dc8b2a6aa2?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101235Z&X-Amz-Expires=300&X-Amz-Signature=cb2d3197d2d4ef72789e56b74dc74841842b27ac4e60c194e2e77feba4671ba2&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-armeabi-v7a-release.apk&response-content-type=application%2Fvnd.android.package-archive [2987993/2987993] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.03/Bonjour-WebRTC-armeabi-v7a-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/5d6d7980-090a-11ea-9250-1e1b88a43b6c?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101237Z&X-Amz-Expires=300&X-Amz-Signature=9a396ff41b1be0fd12f4b6877f0fc7150bf56a1f5c554e33c99f2956baffd0f3&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-universal-release.apk&response-content-type=application%2Fvnd.android.package-archive [12660918/12660918] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.03/Bonjour-WebRTC-universal-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/44fd5f00-090a-11ea-9a6b-d82106818a67?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101240Z&X-Amz-Expires=300&X-Amz-Signature=76a4101161613d8ba639d87d0bd6e1baaa74ca3ed0281219a8eec36a23e86ed7&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-x86-release.apk&response-content-type=application%2Fvnd.android.package-archive [3686361/3686361] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.03/Bonjour-WebRTC-x86-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/221194459/2d25db00-090a-11ea-9e38-9ce4bbef7781?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T101242Z&X-Amz-Expires=300&X-Amz-Signature=2b6e4760f949406f783c937e5f1a2f456ebdacd425a4d32402085a40a89bc2d8&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DBonjour-WebRTC-x86_64-release.apk&response-content-type=application%2Fvnd.android.package-archive [3678048/3678048] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.03/Bonjour-WebRTC-x86_64-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-Bonjour-WebRTC/legacy.zip/refs/tags/v01.03.03 [536713] -> "warren-bank-releases/Android-Bonjour-WebRTC/v01.03.03/source/Android-Bonjour-WebRTC-v01.03.03.zip" [1]
